Time	[A]	[B]
17.61	1.79183e-15	799.313
17.615	1.90503e-15	795.327
17.62	2.03156e-15	791.36
17.625	2.17229e-15	787.413
17.63	2.33095e-15	783.486
17.635	2.51105e-15	779.578
17.64	2.71574e-15	775.69
17.645	2.94856e-15	771.821
17.65	3.21355e-15	767.972
17.655	3.51521e-15	764.141
17.66	3.85868e-15	760.33
17.665	4.25317e-15	756.538
17.67	4.70833e-15	752.765
17.675	5.23402e-15	749.01
17.68	5.8413e-15	745.275
17.685	6.54256e-15	741.558
17.69	7.35158e-15	737.859
17.695	8.28412e-15	734.179
17.7	9.37292e-15	730.517
17.705	1.06526e-14	726.874
17.71	1.21573e-14	723.249
17.715	1.39257e-14	719.641
17.72	1.60012e-14	716.052
17.725	1.84324e-14	712.481
17.73	2.12752e-14	708.927
17.735	2.46585e-14	705.391
17.74	2.87218e-14	701.873
17.745	3.35997e-14	698.373
17.75	3.94453e-14	694.89
17.755	4.64321e-14	691.424
17.76	5.47548e-14	687.975
17.765	6.46338e-14	684.544
17.77	7.65164e-14	681.13
17.775	9.11995e-14	677.733
17.78	1.09284e-13	674.352
17.785	1.31278e-13	670.989
17.79	1.58162e-13	667.643
17.795	1.91183e-13	664.313
17.8	2.31894e-13	660.999
17.805	2.8225e-13	657.703
17.81	3.44658e-13	654.422
17.815	4.22221e-13	651.158
17.82	5.18941e-13	647.911
17.825	6.39994e-13	644.679
17.83	7.91736e-13	641.464
17.835	9.82842e-13	638.265
17.84	1.22369e-12	635.081
17.845	1.52865e-12	631.914
17.85	1.91541e-12	628.762
17.855	2.40715e-12	625.626
17.86	3.03473e-12	622.506
17.865	3.83849e-12	619.401
17.87	4.86946e-12	616.312
17.875	6.19648e-12	613.238
17.88	7.90981e-12	610.179
17.885	1.01276e-11	607.136
17.89	1.3006e-11	604.108
17.895	1.6753e-11	601.095
17.9	2.16448e-11	598.097
17.905	2.80485e-11	595.114
17.91	3.64547e-11	592.146
17.915	4.7521e-11	589.192
17.92	6.21293e-11	586.254
17.925	8.14656e-11	583.33
17.93	1.07133e-10	580.421
17.935	1.41295e-10	577.526
17.94	1.8689e-10	574.645
17.945	2.4791e-10	571.779
17.95	3.29793e-10	568.927
17.955	4.39972e-10	566.09
17.96	5.88623e-10	563.267
17.965	7.89718e-10	560.457
17.97	1.06249e-09	557.662
17.975	1.43346e-09	554.881
17.98	1.93934e-09	552.113
17.985	2.63099e-09	549.359
17.99	3.57914e-09	546.619
17.995	4.88229e-09	543.893
18	6.67807e-09	541.181
18.005	9.1591e-09	538.481
18.01	1.25958e-08	535.796
18.015	1.73684e-08	533.123
18.02	2.40133e-08	530.464
18.025	3.32886e-08	527.819
18.03	4.62686e-08	525.186
18.035	6.44788e-08	522.567
18.04	9.00913e-08	519.961
18.045	1.26205e-07	517.367
18.05	1.77254e-07	514.787
18.055	2.49593e-07	512.219
18.06	3.52355e-07	509.665
18.065	4.98695e-07	507.123
18.07	7.07606e-07	504.593
18.075	1.00657e-06	502.077
18.08	1.43544e-06	499.573
18.085	2.05217e-06	497.081
18.09	2.94116e-06	494.602
18.095	4.2257e-06	492.135
18.1	6.08623e-06	489.68
18.105	8.7874e-06	487.238
18.11	1.27184e-05	484.808
18.115	1.84525e-05	482.39
18.12	2.68364e-05	479.984
18.125	3.91235e-05	477.59
18.13	5.71726e-05	475.208
18.135	8.37471e-05	472.838
18.14	0.000122964	470.48
18.145	0.000180971	468.133
18.15	0.000266966	465.799
18.155	0.000394742	463.476
18.16	0.00058503	461.164
18.165	0.000869048	458.864
18.17	0.00129392	456.576
18.175	0.0019309	454.299
18.18	0.00288801	452.034
18.185	0.00432932	449.781
18.19	0.00650454	447.54
18.195	0.00979455	445.31
18.2	0.0147815	443.093
18.205	0.0223569	440.889
18.21	0.033889	438.699
18.215	0.0514818	436.525
18.22	0.0783771	434.369
18.225	0.119579	432.234
18.23	0.182829	430.126
18.235	0.280119	428.054
18.24	0.43006	426.031
18.245	0.661578	424.077
18.25	1.01967	422.224
18.255	1.5744	420.521
18.26	2.4348	419.043
18.265	3.77036	417.909
18.27	5.84372	417.303
18.275	9.05931	417.512
18.28	14.0332	418.986
18.285	21.686	422.432
18.29	33.3493	428.961
18.295	50.8379	440.322
18.3	76.3539	459.266
18.305	111.908	490.076
18.31	157.693	539.202
18.315	208.87	615.555
18.32	251.811	728.81
18.325	265.566	882.619
18.33	236.473	1062.95
18.335	175.902	1235.92
18.34	112.061	1369.15
18.345	64.047	1453.56
18.35	34.3428	1499.15
18.355	17.8312	1520.18
18.36	9.1347	1527.43
18.365	4.66454	1527.41
18.37	2.38688	1523.67
18.375	1.22724	1518.05
18.38	0.634885	1511.5
18.385	0.330688	1504.49
18.39	0.173477	1497.25
18.395	0.09167	1489.93
18.4	0.0487981	1482.58
18.405	0.0261681	1475.22
18.41	0.0141362	1467.88
18.415	0.00769263	1460.58
18.42	0.00421681	1453.3
18.425	0.00232834	1446.05
18.43	0.00129494	1438.84
18.435	0.000725394	1431.67
18.44	0.000409268	1424.53
18.445	0.00023256	1417.42
18.45	0.000133088	1410.35
18.455	7.67021e-05	1403.32
18.46	4.45166e-05	1396.32
18.465	2.60177e-05	1389.36
18.47	1.5312e-05	1382.43
18.475	9.07398e-06	1375.53
18.48	5.4144e-06	1368.67
18.485	3.25293e-06	1361.84
18.49	1.96769e-06	1355.05
18.495	1.19834e-06	1348.29
18.5	7.34738e-07	1341.57
18.505	4.53522e-07	1334.88
18.51	2.81813e-07	1328.22
18.515	1.76283e-07	1321.6
18.52	1.11001e-07	1315
18.525	7.0356e-08	1308.45
18.53	4.48865e-08	1301.92
18.535	2.88242e-08	1295.43
18.54	1.863e-08	1288.97
18.545	1.2119e-08	1282.54
18.55	7.93422e-09	1276.14
18.555	5.22774e-09	1269.78
18.56	3.46642e-09	1263.44
18.565	2.31308e-09	1257.14
18.57	1.55322e-09	1250.87
18.575	1.04951e-09	1244.63
18.58	7.13589e-10	1238.42
18.585	4.88199e-10	1232.25
18.59	3.36063e-10	1226.1
18.595	2.3276e-10	1219.99
18.6	1.62197e-10	1213.9
18.605	1.13714e-10	1207.85
18.61	8.02067e-11	1201.82
18.615	5.69134e-11	1195.83
18.62	4.06271e-11	1189.87
18.625	2.91743e-11	1183.93
18.63	2.10744e-11	1178.03
18.635	1.53133e-11	1172.15
18.64	1.11925e-11	1166.3
18.645	8.22847e-12	1160.49
18.65	6.08458e-12	1154.7
18.655	4.52531e-12	1148.94
18.66	3.38502e-12	1143.21
18.665	2.54664e-12	1137.51
18.67	1.92682e-12	1131.83
18.675	1.46612e-12	1126.19
18.68	1.12187e-12	1120.57
18.685	8.63305e-13	1114.98
18.69	6.68039e-13	1109.42
18.695	5.19794e-13	1103.89
18.7	4.06689e-13	1098.38
18.705	3.19956e-13	1092.91
18.71	2.53092e-13	1087.45
18.715	2.01293e-13	1082.03
18.72	1.60972e-13	1076.63
18.725	1.29444e-13	1071.26
18.73	1.04603e-13	1065.92
18.735	8.49526e-14	1060.61
18.74	6.93864e-14	1055.32
18.745	5.6984e-14	1050.05
18.75	4.70565e-14	1044.82
18.755	3.90606e-14	1039.6
18.76	3.25822e-14	1034.42
18.765	2.7322e-14	1029.26
18.77	2.30192e-14	1024.13
18.775	1.95081e-14	1019.02
18.78	1.66169e-14	1013.94
18.785	1.42285e-14	1008.88
18.79	1.22417e-14	1003.85
18.795	1.05859e-14	998.841
18.8	9.19844e-15	993.859
18.805	8.03383e-15	988.902
18.81	7.05212e-15	983.97
18.815	6.22111e-15	979.062
18.82	5.5141e-15	974.179
18.825	4.91013e-15	969.32
18.83	4.39585e-15	964.486
18.835	3.95459e-15	959.676
18.84	3.57476e-15	954.889
18.845	3.24791e-15	950.127
18.85	2.96466e-15	945.388
18.855	2.71913e-15	940.673
18.86	2.50597e-15	935.981
18.865	2.32021e-15	931.313
18.87	2.1588e-15	926.668
18.875	2.01789e-15	922.046
18.88	1.89505e-15	917.447
18.885	1.78815e-15	912.872
18.89	1.69504e-15	908.319
18.895	1.61437e-15	903.788
18.9	1.54497e-15	899.281
18.905	1.4856e-15	894.796
18.91	1.43477e-15	890.333
18.915	1.39269e-15	885.892
18.92	1.35966e-15	881.474
18.925	1.33475e-15	877.077
18.93	1.31653e-15	872.703
18.935	1.30291e-15	868.35
18.94	1.29221e-15	864.019
18.945	1.28707e-15	859.71
18.95	1.28771e-15	855.422
18.955	1.29404e-15	851.156
18.96	1.30587e-15	846.911
18.965	1.32297e-15	842.687
18.97	1.34572e-15	838.484
18.975	1.37469e-15	834.302
18.98	1.41021e-15	830.141
18.985	1.45262e-15	826
18.99	1.50229e-15	821.881
18.995	1.55973e-15	817.782
19	1.62596e-15	813.703
19.005	1.70189e-15	809.645
19.01	1.78853e-15	805.606
19.015	1.88701e-15	801.588
19.02	1.99867e-15	797.59
19.025	2.12508e-15	793.612
19.03	2.26858e-15	789.654
19.035	2.43136e-15	785.716
19.04	2.61593e-15	781.797
19.045	2.8251e-15	777.898
19.05	3.06294e-15	774.018
19.055	3.33781e-15	770.158
19.06	3.65611e-15	766.317
19.065	4.02447e-15	762.494
19.07	4.45032e-15	758.692
19.075	4.9419e-15	754.908
19.08	5.50835e-15	751.142
19.085	6.15977e-15	747.396
19.09	6.90726e-15	743.668
19.095	7.76301e-15	739.959
19.1	8.74039e-15	736.269
19.105	9.854e-15	732.597
19.11	1.11203e-14	728.943
19.115	1.25784e-14	725.307
19.12	1.42909e-14	721.69
19.125	1.63429e-14	718.09
19.13	1.88078e-14	714.509
19.135	2.17442e-14	710.945
19.14	2.52141e-14	707.399
19.145	2.93116e-14	703.871
19.15	3.41805e-14	700.361
19.155	3.99839e-14	696.867
19.16	4.6928e-14	693.392
19.165	5.52712e-14	689.934
19.17	6.534e-14	686.492
19.175	7.75359e-14	683.069
19.18	9.23412e-14	679.662
19.185	1.10342e-13	676.272
19.19	1.32268e-13	672.899
19.195	1.59088e-13	669.543
19.2	1.91974e-13	666.204
19.205	2.32397e-13	662.881
19.21	2.82296e-13	659.575
19.215	3.4405e-13	656.285
19.22	4.20646e-13	653.012
19.225	5.15996e-13	649.755
19.23	6.35072e-13	646.514
19.235	7.84174e-13	643.29
19.24	9.71392e-13	640.081
19.245	1.20714e-12	636.889
19.25	1.50491e-12	633.712
19.255	1.88205e-12	630.552
19.26	2.36121e-12	627.407
19.265	2.97159e-12	624.278
19.27	3.75148e-12	621.164
19.275	4.75068e-12	618.066
19.28	6.03466e-12	614.983
19.285	7.68938e-12	611.916
19.29	9.82792e-12	608.864
19.295	1.25993e-11	605.827
19.3	1.62014e-11	602.806
19.305	2.08963e-11	599.799
19.31	2.70318e-11	596.808
19.315	3.50735e-11	593.831
19.32	4.56434e-11	590.87
19.325	5.95744e-11	587.923
19.33	7.79851e-11	584.99
19.335	1.02385e-10	582.073
19.34	1.34812e-10	579.17
19.345	1.78022e-10	576.281
19.35	2.3576e-10	573.407
19.355	3.13122e-10	570.547
19.36	4.17056e-10	567.701
19.365	5.57068e-10	564.87
19.37	7.46187e-10	562.053
19.375	1.00233e-09	559.249
19.38	1.35015e-09	556.46
19.385	1.82375e-09	553.685
19.39	2.47031e-09	550.923
19.395	3.35531e-09	548.175
19.4	4.56988e-09	545.441
19.405	6.2411e-09	542.721
19.41	8.54665e-09	540.014
19.415	1.17355e-08	537.321
19.42	1.61576e-08	534.641
19.425	2.23055e-08	531.974
19.43	3.08747e-08	529.321
19.435	4.28492e-08	526.681
19.44	5.96246e-08	524.054
19.445	8.31854e-08	521.441
19.45	1.16359e-07	518.84
19.455	1.63185e-07	516.252
19.46	2.29447e-07	513.677
19.465	3.23444e-07	511.115
19.47	4.57115e-07	508.566
19.475	6.47674e-07	506.03
19.48	9.19996e-07	503.506
19.485	1.31011e-06	500.995
19.49	1.87034e-06	498.496
19.495	2.67678e-06	496.01
19.5	3.84047e-06	493.536
19.505	5.52365e-06	491.074
19.51	7.96406e-06	488.625
19.515	1.15108e-05	486.188
19.52	1.66774e-05	483.763
19.525	2.42217e-05	481.35
19.53	3.52636e-05	478.95
19.535	5.14621e-05	476.561
19.54	7.52807e-05	474.184
19.545	0.000110385	471.819
19.55	0.00016224	469.466
19.555	0.000239017	467.124
19.56	0.000352949	464.795
19.565	0.000522403	462.477
19.57	0.000775002	460.17
19.575	0.00115239	457.876
19.58	0.00171747	455.592
19.585	0.00256548	453.321
19.59	0.0038409	451.061
19.595	0.00576335	448.813
19.6	0.00866745	446.577
19.605	0.013064	444.353
19.61	0.0197344	442.142
19.615	0.0298764	439.945
19.62	0.0453298	437.763
19.625	0.0689261	435.598
19.63	0.105032	433.453
19.635	0.160392	431.334
19.64	0.245447	429.247
19.645	0.376383	427.204
19.65	0.578333	425.223
19.655	0.890364	423.332
19.66	1.37326	421.573
19.665	2.12158	420.012
19.67	3.28235	418.751
19.675	5.08353	417.951
19.68	7.87679	417.861
19.685	12.1998	418.87
19.69	18.8613	421.589
19.695	29.0452	426.977
19.7	44.4016	436.543
19.705	67.0271	452.663
19.71	99.0919	479.045
19.715	141.631	521.356
19.72	191.875	587.71
19.725	239.367	687.9
19.73	264.774	828.626
19.735	249.842	1002.78
19.74	196.976	1181.83
19.745	131.53	1329.92
19.75	77.5681	1429.6
19.755	42.3498	1486.24
19.76	22.1935	1513.91
19.765	11.4179	1524.81
19.77	5.83952	1526.7
19.775	2.98861	1523.94
19.78	1.53579	1518.82
19.785	0.793781	1512.52
19.79	0.412999	1505.63
19.795	0.2164	1498.47
19.8	0.114211	1491.17
19.805	0.0607215	1483.83
19.81	0.0325212	1476.48
19.815	0.0175461	1469.14
19.82	0.00953626	1461.83
19.825	0.00522088	1454.55
19.83	0.00287916	1447.29
19.835	0.0015993	1440.08
19.84	0.000894784	1432.9
19.845	0.000504219	1425.75
19.85	0.000286164	1418.64
19.855	0.000163566	1411.57
19.86	9.41529e-05	1404.53
19.865	5.4579e-05	1397.52
19.87	3.18604e-05	1390.55
19.875	1.87283e-05	1383.62
19.88	1.10853e-05	1376.71
19.885	6.60675e-06	1369.85
19.89	3.96463e-06	1363.02
19.895	2.39539e-06	1356.22
19.9	1.45712e-06	1349.45
19.905	8.9237e-07	1342.72
19.91	5.50187e-07	1336.03
19.915	3.41489e-07	1329.36
19.92	2.13368e-07	1322.73
19.925	1.34201e-07	1316.14
19.93	8.49646e-08	1309.57
19.935	5.41458e-08	1303.04
19.94	3.47313e-08	1296.54
19.945	2.2423e-08	1290.07
19.95	1.45702e-08	1283.64
19.955	9.52856e-09	1277.24
19.96	6.27136e-09	1270.87
19.965	4.15389e-09	1264.53
19.97	2.76882e-09	1258.22
19.975	1.85724e-09	1251.95
19.98	1.2536e-09	1245.7
19.985	8.51438e-10	1239.49
19.99	5.81889e-10	1233.31
19.995	4.00134e-10	1227.16
20	2.76844e-10	1221.04
20.005	1.92715e-10	1214.95
20.01	1.3497e-10	1208.89
20.015	9.51001e-11	1202.86
20.02	6.7412e-11	1196.86
20.025	4.8072e-11	1190.89
20.03	3.44853e-11	1184.95
20.035	2.48855e-11	1179.04
20.04	1.80643e-11	1173.16
20.045	1.319e-11	1167.31
20.05	9.68725e-12	1161.49
20.055	7.15615e-12	1155.69
20.06	5.31698e-12	1149.93
20.065	3.97336e-12	1144.19
20.07	2.98631e-12	1138.49
20.075	2.25725e-12	1132.81
20.08	1.71588e-12	1127.16
20.085	1.31178e-12	1121.54
20.09	1.00845e-12	1115.94
20.095	7.79575e-13	1110.38
20.1	6.06005e-13	1104.84
20.105	4.73704e-13	1099.33
20.11	3.72317e-13	1093.85
20.115	2.94235e-13	1088.39
20.12	2.33815e-13	1082.96
20.125	1.86818e-13	1077.56
20.13	1.49996e-13	1072.19
20.135	1.21095e-13	1066.84
20.14	9.82914e-14	1061.52
20.145	8.02413e-14	1056.22
20.15	6.58473e-14	1050.96
20.155	5.43101e-14	1045.71
20.16	4.50299e-14	1040.5
20.165	3.75125e-14	1035.31
20.17	3.1435e-14	1030.15
20.175	2.6479e-14	1025.01
20.18	2.24239e-14	1019.9
20.185	1.90812e-14	1014.81
20.19	1.63202e-14	1009.75
20.195	1.40259e-14	1004.71
20.2	1.21179e-14	999.7
20.205	1.05217e-14	994.714
20.21	9.1821e-15	989.753
20.215	8.05023e-15	984.816
20.22	7.09268e-15	979.905
20.225	6.28281e-15	975.017
20.23	5.59173e-15	970.154
20.235	5.00222e-15	965.316
20.24	4.49648e-15	960.501
20.245	4.06109e-15	955.711
20.25	3.68604e-15	950.944
20.255	3.36116e-15	946.201
20.26	3.08e-15	941.482
20.265	2.83589e-15	936.786
20.27	2.62345e-15	932.114
20.275	2.43848e-15	927.465
20.28	2.27657e-15	922.839
20.285	2.13505e-15	918.237
20.29	2.01231e-15	913.657
20.295	1.9058e-15	909.1
20.3	1.81304e-15	904.566
20.305	1.73267e-15	900.054
20.31	1.66375e-15	895.565
20.315	1.60474e-15	891.099
20.32	1.5547e-15	886.654
20.325	1.51303e-15	882.232
20.33	1.47918e-15	877.832
20.335	1.45242e-15	873.454
20.34	1.43239e-15	869.097
20.345	1.41897e-15	864.763
20.35	1.41169e-15	860.45
20.355	1.41054e-15	856.158
20.36	1.41543e-15	851.888
20.365	1.42645e-15	847.639
20.37	1.44373e-15	843.412
20.375	1.46753e-15	839.205
20.38	1.49816e-15	835.02
20.385	1.53602e-15	830.855
20.39	1.58152e-15	826.711
20.395	1.6351e-15	822.588
20.4	1.69722e-15	818.485
20.405	1.76834e-15	814.403
20.41	1.84966e-15	810.341
20.415	1.94341e-15	806.299
20.42	2.05096e-15	802.278
20.425	2.17372e-15	798.277
20.43	2.31325e-15	794.295
20.435	2.47116e-15	790.334
20.44	2.64917e-15	786.392
20.445	2.84906e-15	782.47
20.45	3.07273e-15	778.567
20.455	3.3255e-15	774.684
20.46	3.61351e-15	770.82
20.465	3.94214e-15	766.976
20.47	4.3175e-15	763.15
20.475	4.74647e-15	759.344
20.48	5.23674e-15	755.557
20.485	5.79697e-15	751.789
20.49	6.44292e-15	748.039
20.495	7.19237e-15	744.308
20.5	8.06278e-15	740.596
20.505	9.07386e-15	736.902
20.51	1.02477e-14	733.227
20.515	1.16091e-14	729.57
20.52	1.31857e-14	725.931
20.525	1.50365e-14	722.311
20.53	1.72265e-14	718.708
20.535	1.98187e-14	715.123
20.54	2.28845e-14	711.557
20.545	2.65044e-14	708.008
20.55	3.07688e-14	704.477
20.555	3.57821e-14	700.963
20.56	4.18065e-14	697.467
20.565	4.91271e-14	693.988
20.57	5.80163e-14	690.527
20.575	6.87859e-14	687.083
20.58	8.17904e-14	683.656
20.585	9.74295e-14	680.246
20.59	1.16157e-13	676.854
20.595	1.38814e-13	673.478
20.6	1.6678e-13	670.119
20.605	2.01278e-13	666.777
20.61	2.43594e-13	663.451
20.615	2.95724e-13	660.142
20.62	3.6017e-13	656.85
20.625	4.40137e-13	653.574
20.63	5.39677e-13	650.314
20.635	6.63861e-13	647.07
20.64	8.19252e-13	643.843
20.645	1.01431e-12	640.632
20.65	1.26001e-12	637.437
20.655	1.57008e-12	634.258
20.66	1.96305e-12	631.094
20.665	2.46138e-12	627.947
20.67	3.09607e-12	624.815
20.675	3.90677e-12	621.698
20.68	4.94495e-12	618.598
20.685	6.27826e-12	615.512
20.69	7.99589e-12	612.443
20.695	1.02145e-11	609.388
20.7	1.30885e-11	606.349
20.705	1.68215e-11	603.324
20.71	2.1685e-11	600.315
20.715	2.80387e-11	597.321
20.72	3.63616e-11	594.342
20.725	4.72959e-11	591.378
20.73	6.17004e-11	588.428
20.735	8.0728e-11	585.494
20.74	1.05934e-10	582.573
20.745	1.39414e-10	579.668
20.75	1.84009e-10	576.777
20.755	2.43569e-10	573.9
20.76	3.23334e-10	571.038
20.765	4.30448e-10	568.19
20.77	5.74676e-10	565.356
20.775	7.69402e-10	562.536
20.78	1.03301e-09	559.73
20.785	1.39082e-09	556.939
20.79	1.87779e-09	554.161
20.795	2.54229e-09	551.397
20.8	3.45145e-09	548.647
20.805	4.6986e-09	545.911
20.81	6.41389e-09	543.188
20.815	8.77918e-09	540.479
20.82	1.20492e-08	537.783
20.825	1.65819e-08	535.101
20.83	2.28807e-08	532.432
20.835	3.16564e-08	529.776
20.84	4.39141e-08	527.134
20.845	6.10789e-08	524.505
20.85	8.51759e-08	521.889
20.855	1.1909e-07	519.286
20.86	1.66941e-07	516.696
20.865	2.34624e-07	514.119
20.87	3.30596e-07	511.555
20.875	4.67018e-07	509.004
20.88	6.61416e-07	506.465
20.885	9.39108e-07	503.939
20.89	1.33675e-06	501.426
20.895	1.90755e-06	498.925
20.9	2.72887e-06	496.436
20.905	3.91353e-06	493.96
20.91	5.62635e-06	491.497
20.915	8.10872e-06	489.045
20.92	1.17149e-05	486.606
20.925	1.69662e-05	484.179
20.93	2.46309e-05	481.764
20.935	3.58444e-05	479.362
20.94	5.22882e-05	476.971
20.945	7.64579e-05	474.592
20.95	0.000112065	472.225
20.955	0.000164644	469.87
20.96	0.00024246	467.526
20.965	0.00035789	465.195
20.97	0.000529504	462.875
20.975	0.000785226	460.566
20.98	0.00116713	458.269
20.985	0.00173876	455.984
20.99	0.00259626	453.711
20.995	0.00388547	451.449
21	0.00582798	449.199
21.005	0.00876126	446.961
21.01	0.0132003	444.735
21.015	0.0199327	442.523
21.02	0.0301652	440.324
21.025	0.0457508	438.14
21.03	0.06954	435.973
21.035	0.105927	433.827
21.04	0.161699	431.706
21.045	0.247356	429.618
21.05	0.379171	427.574
21.055	0.5824	425.593
21.06	0.896295	423.701
21.065	1.38189	421.943
21.07	2.13413	420.384
21.075	3.30054	419.127
21.08	5.10976	418.333
21.085	7.91438	418.253
21.09	12.2531	419.277
21.095	18.9359	422.018
21.1	29.1471	427.439
21.105	44.5356	437.055
21.11	67.1928	453.245
21.115	99.2745	479.725
21.12	141.787	522.164
21.125	191.917	588.668
21.13	239.173	688.988
21.135	264.267	829.719
21.14	249.116	1003.62
21.145	196.283	1182.18
21.15	131.059	1329.72
21.155	77.3218	1429.01
21.16	42.2453	1485.44
21.165	22.1576	1513.02
21.17	11.4097	1523.89
21.175	5.84075	1525.78
21.18	2.99199	1523.02
21.185	1.53893	1517.91
21.19	0.796128	1511.62
21.195	0.414594	1504.74
21.2	0.21743	1497.57
21.205	0.114857	1490.29
21.21	0.0611189	1482.95
21.215	0.0327629	1475.6
21.22	0.017692	1468.27
21.225	0.0096239	1460.96
21.23	0.00527343	1453.68
21.235	0.00291064	1446.44
21.24	0.00161817	1439.22
21.245	0.000906117	1432.05
21.25	0.000511038	1424.91
21.255	0.00029028	1417.8
21.26	0.000166057	1410.73
21.265	9.56672e-05	1403.69
21.27	5.5503e-05	1396.69
21.275	3.24267e-05	1389.72
21.28	1.90768e-05	1382.79
21.285	1.13009e-05	1375.9
21.29	6.74072e-06	1369.03
21.295	4.0483e-06	1362.21
21.3	2.44792e-06	1355.41
21.305	1.49027e-06	1348.65
21.31	9.13403e-07	1341.93
21.315	5.63603e-07	1335.23
21.32	3.50093e-07	1328.57
21.325	2.18916e-07	1321.95
21.33	1.37798e-07	1315.35
21.335	8.73103e-08	1308.79
21.34	5.56839e-08	1302.27
21.345	3.57455e-08	1295.77
21.35	2.30955e-08	1289.31
21.355	1.50187e-08	1282.88
21.36	9.8293e-09	1276.48
21.365	6.47419e-09	1270.11
21.37	4.29147e-09	1263.78
21.375	2.86267e-09	1257.48
21.38	1.92162e-09	1251.2
21.385	1.29801e-09	1244.96
21.39	8.82257e-10	1238.75
21.395	6.03394e-10	1232.58
21.4	4.15225e-10	1226.43
21.405	2.87494e-10	1220.31
21.41	2.00274e-10	1214.22
21.415	1.40364e-10	1208.17
21.42	9.8972e-11	1202.14
21.425	7.02066e-11	1196.15
21.43	5.01004e-11	1190.18
21.435	3.59657e-11	1184.25
21.44	2.59721e-11	1178.34
21.445	1.88662e-11	1172.46
21.45	1.37851e-11	1166.61
21.455	1.01313e-11	1160.8
21.46	7.48933e-12	1155.01
21.465	5.56838e-12	1149.25
21.47	4.16408e-12	1143.51
21.475	3.13175e-12	1137.81
21.48	2.36878e-12	1132.14
21.485	1.80187e-12	1126.49
21.49	1.37846e-12	1120.87
21.495	1.06041e-12	1115.28
21.5	8.20277e-13	1109.72
21.505	6.3807e-13	1104.18
21.51	4.99083e-13	1098.68
21.515	3.92515e-13	1093.2
21.52	3.10406e-13	1087.74
21.525	2.46842e-13	1082.32
21.53	1.97301e-13	1076.92
21.535	1.5852e-13	1071.55
21.54	1.28068e-13	1066.21
21.545	1.04049e-13	1060.89
21.55	8.49826e-14	1055.6
21.555	6.97739e-14	1050.33
21.56	5.7585e-14	1045.09
21.565	4.77526e-14	1039.88
21.57	3.9827e-14	1034.69
21.575	3.33957e-14	1029.53
21.58	2.8153e-14	1024.4
21.585	2.38502e-14	1019.29
21.59	2.03078e-14	1014.21
21.595	1.73753e-14	1009.15
21.6	1.49444e-14	1004.11
21.605	1.29186e-14	999.106
21.61	1.12241e-14	994.123
21.615	9.79751e-15	989.165
21.62	8.59428e-15	984.232
21.625	7.57975e-15	979.323
21.63	6.71666e-15	974.438
21.635	5.98258e-15	969.578
21.64	5.35442e-15	964.742
21.645	4.81517e-15	959.931
21.65	4.35165e-15	955.143
21.655	3.95106e-15	950.379
21.66	3.60518e-15	945.639
21.665	3.30526e-15	940.923
21.67	3.04472e-15	936.23
21.675	2.81794e-15	931.561
21.68	2.61958e-15	926.914
21.685	2.44647e-15	922.291
21.69	2.2965e-15	917.691
21.695	2.16579e-15	913.114
21.7	2.05176e-15	908.56
21.705	1.95284e-15	904.029
21.71	1.86747e-15	899.52
21.715	1.79378e-15	895.034
21.72	1.73074e-15	890.57
21.725	1.67764e-15	886.128
21.73	1.63342e-15	881.708
21.735	1.59738e-15	877.311
21.74	1.5691e-15	872.935
21.745	1.54821e-15	868.581
21.75	1.5342e-15	864.249
21.755	1.52692e-15	859.939
21.76	1.52628e-15	855.65
21.765	1.53225e-15	851.382
21.77	1.54491e-15	847.136
21.775	1.56448e-15	842.911
21.78	1.59121e-15	838.707
21.785	1.62541e-15	834.524
21.79	1.66738e-15	830.362
21.795	1.71742e-15	826.22
21.8	1.7758e-15	822.099
21.805	1.84322e-15	817.999
21.81	1.92194e-15	813.919
21.815	2.01316e-15	809.86
21.82	2.11803e-15	805.821
21.825	2.23774e-15	801.802
21.83	2.37351e-15	797.803
21.835	2.5266e-15	793.824
21.84	2.69825e-15	789.864
21.845	2.88971e-15	785.925
21.85	3.10453e-15	782.005
21.855	3.34852e-15	778.105
21.86	3.62606e-15	774.224
21.865	3.94207e-15	770.362
21.87	4.30213e-15	766.52
21.875	4.71248e-15	762.697
21.88	5.18009e-15	758.893
21.885	5.71583e-15	755.108
21.89	6.3347e-15	751.342
21.895	7.05048e-15	747.595
21.9	7.87873e-15	743.866
21.905	8.83688e-15	740.156
21.91	9.94436e-15	736.465
21.915	1.12227e-14	732.791
21.92	1.27094e-14	729.137
21.925	1.44596e-14	725.5
21.93	1.65216e-14	721.882
21.935	1.89502e-14	718.281
21.94	2.18071e-14	714.699
21.945	2.51617e-14	711.134
21.95	2.9091e-14	707.587
21.955	3.37478e-14	704.058
21.96	3.93739e-14	700.547
21.965	4.61725e-14	697.053
21.97	5.43758e-14	693.576
21.975	6.42483e-14	690.117
21.98	7.60881e-14	686.675
21.985	9.02295e-14	683.25
21.99	1.07165e-13	679.842
21.995	1.2785e-13	676.452
22	1.53297e-13	673.078
22.005	1.84397e-13	669.721
22.01	2.22475e-13	666.381
22.015	2.69282e-13	663.057
22.02	3.27029e-13	659.75
22.025	3.98513e-13	656.46
22.03	4.87244e-13	653.185
22.035	5.97617e-13	649.928
22.04	7.35403e-13	646.686
22.045	9.08044e-13	643.461
22.05	1.12473e-12	640.252
22.055	1.39782e-12	637.058
