Time	[A]	[B]
8.725	2.36063e-11	1194.14
8.73	1.68796e-11	1188.18
8.735	1.21416e-11	1182.25
8.74	8.78534e-12	1176.36
8.745	6.39432e-12	1170.49
8.75	4.68136e-12	1164.65
8.755	3.44728e-12	1158.84
8.76	2.55329e-12	1153.06
8.765	1.90214e-12	1147.31
8.77	1.42517e-12	1141.59
8.775	1.07391e-12	1135.9
8.78	8.13839e-13	1130.23
8.785	6.20258e-13	1124.6
8.79	4.75339e-13	1118.99
8.795	3.66289e-13	1113.41
8.8	2.83858e-13	1107.85
8.805	2.21216e-13	1102.33
8.81	1.73344e-13	1096.83
8.815	1.36549e-13	1091.36
8.82	1.08135e-13	1085.92
8.825	8.61549e-14	1080.5
8.83	6.90357e-14	1075.11
8.835	5.56047e-14	1069.75
8.84	4.50237e-14	1064.41
8.845	3.66385e-14	1059.1
8.85	2.99824e-14	1053.82
8.855	2.46658e-14	1048.57
8.86	2.0392e-14	1043.34
8.865	1.69516e-14	1038.13
8.87	1.41646e-14	1032.95
8.875	1.19001e-14	1027.8
8.88	1.00479e-14	1022.68
8.885	8.52838e-15	1017.58
8.89	7.27411e-15	1012.5
8.895	6.23718e-15	1007.45
8.9	5.37472e-15	1002.43
8.905	4.65545e-15	997.427
8.91	4.05127e-15	992.452
8.915	3.54407e-15	987.502
8.92	3.11683e-15	982.577
8.925	2.75449e-15	977.676
8.93	2.4471e-15	972.8
8.935	2.18437e-15	967.948
8.94	1.95964e-15	963.121
8.945	1.76663e-15	958.317
8.95	1.60037e-15	953.537
8.955	1.45716e-15	948.782
8.96	1.33314e-15	944.049
8.965	1.22569e-15	939.341
8.97	1.1319e-15	934.656
8.975	1.04978e-15	929.994
8.98	9.78222e-16	925.356
8.985	9.16699e-16	920.741
8.99	8.6342e-16	916.149
8.995	8.16888e-16	911.579
9	7.76431e-16	907.033
9.005	7.41664e-16	902.509
9.01	7.11893e-16	898.008
9.015	6.86338e-16	893.529
9.02	6.64657e-16	889.072
9.025	6.46655e-16	884.638
9.03	6.32084e-16	880.226
9.035	6.20544e-16	875.836
9.04	6.11887e-16	871.468
9.045	6.06048e-16	867.121
9.05	6.03006e-16	862.796
9.055	6.02508e-16	858.493
9.06	6.04607e-16	854.211
9.065	6.09308e-16	849.951
9.07	6.16667e-16	845.712
9.075	6.26793e-16	841.494
9.08	6.39827e-16	837.297
9.085	6.55943e-16	833.121
9.09	6.75336e-16	828.966
9.095	6.98214e-16	824.831
9.1	7.24791e-16	820.717
9.105	7.55278e-16	816.624
9.11	7.89874e-16	812.551
9.115	8.29139e-16	808.498
9.12	8.74207e-16	804.466
9.125	9.25739e-16	800.454
9.13	9.84426e-16	796.461
9.135	1.051e-15	792.489
9.14	1.12625e-15	788.536
9.145	1.21098e-15	784.604
9.15	1.30604e-15	780.69
9.155	1.41233e-15	776.797
9.16	1.5323e-15	772.922
9.165	1.66898e-15	769.067
9.17	1.82496e-15	765.232
9.175	2.00323e-15	761.415
9.18	2.20712e-15	757.617
9.185	2.44039e-15	753.839
9.19	2.70735e-15	750.079
9.195	3.01575e-15	746.338
9.2	3.37385e-15	742.616
9.205	3.79006e-15	738.912
9.21	4.27389e-15	735.226
9.215	4.83599e-15	731.56
9.22	5.48824e-15	727.911
9.225	6.24522e-15	724.28
9.23	7.13722e-15	720.668
9.235	8.19319e-15	717.074
9.24	9.44336e-15	713.497
9.245	1.09221e-14	709.939
9.25	1.26679e-14	706.398
9.255	1.47243e-14	702.875
9.26	1.71516e-14	699.369
9.265	2.00785e-14	695.881
9.27	2.36181e-14	692.41
9.275	2.78932e-14	688.957
9.28	3.3044e-14	685.521
9.285	3.92287e-14	682.102
9.29	4.66255e-14	678.7
9.295	5.54845e-14	675.315
9.3	6.63882e-14	671.946
9.305	7.99908e-14	668.595
9.31	9.66914e-14	665.26
9.315	1.1717e-13	661.942
9.32	1.42438e-13	658.641
9.325	1.73738e-13	655.356
9.33	2.12655e-13	652.087
9.335	2.61148e-13	648.835
9.34	3.21699e-13	645.599
9.345	3.97583e-13	642.379
9.35	4.93032e-13	639.175
9.355	6.13293e-13	635.987
9.36	7.65479e-13	632.815
9.365	9.58287e-13	629.659
9.37	1.20357e-12	626.519
9.375	1.51623e-12	623.394
9.38	1.91579e-12	620.285
9.385	2.4282e-12	617.191
9.39	3.08771e-12	614.113
9.395	3.93774e-12	611.05
9.4	5.03722e-12	608.002
9.405	6.46378e-12	604.97
9.41	8.31884e-12	601.953
9.415	1.07387e-11	598.95
9.42	1.39042e-11	595.963
9.425	1.80564e-11	592.991
9.43	2.35177e-11	590.033
9.435	3.07216e-11	587.09
9.44	4.025e-11	584.162
9.445	5.28876e-11	581.249
9.45	6.96953e-11	578.35
9.455	9.21103e-11	575.465
9.46	1.22085e-10	572.595
9.465	1.62277e-10	569.739
9.47	2.16317e-10	566.898
9.475	2.8917e-10	564.07
9.48	3.87651e-10	561.257
9.485	5.21131e-10	558.458
9.49	7.02531e-10	555.672
9.495	9.49708e-10	552.901
9.5	1.2874e-09	550.143
9.505	1.74998e-09	547.399
9.51	2.3853e-09	544.669
9.515	3.26012e-09	541.953
9.52	4.46787e-09	539.25
9.525	6.13959e-09	536.56
9.53	8.45946e-09	533.884
9.535	1.16871e-08	531.221
9.54	1.61891e-08	528.572
9.545	2.24847e-08	525.936
9.55	3.13107e-08	523.312
9.555	4.37155e-08	520.702
9.56	6.1194e-08	518.105
9.565	8.5883e-08	515.521
9.57	1.20844e-07	512.95
9.575	1.70473e-07	510.392
9.58	2.411e-07	507.846
9.585	3.41853e-07	505.313
9.59	4.85937e-07	502.793
9.595	6.92487e-07	500.285
9.6	9.89304e-07	497.79
9.605	1.41687e-06	495.307
9.61	2.03425e-06	492.837
9.615	2.92785e-06	490.379
9.62	4.22433e-06	487.933
9.625	6.10981e-06	485.5
9.63	8.85831e-06	483.078
9.635	1.28743e-05	480.669
9.64	1.8756e-05	478.272
9.645	2.73902e-05	475.886
9.65	4.00943e-05	473.513
9.655	5.88301e-05	471.151
9.66	8.65244e-05	468.801
9.665	0.000127555	466.463
9.67	0.000188481	464.137
9.675	0.000279155	461.822
9.68	0.000414406	459.519
9.685	0.000616602	457.227
9.69	0.000919552	454.947
9.695	0.00137447	452.678
9.7	0.0020591	450.421
9.705	0.0030917	448.175
9.71	0.00465254	445.941
9.715	0.00701698	443.719
9.72	0.0106065	441.509
9.725	0.0160677	439.311
9.73	0.0243941	437.127
9.735	0.037116	434.956
9.74	0.056595	432.802
9.745	0.0864821	430.666
9.75	0.132433	428.553
9.755	0.203226	426.468
9.76	0.312507	424.422
9.765	0.481524	422.429
9.77	0.743406	420.512
9.775	1.14986	418.707
9.78	1.78161	417.07
9.785	2.76464	415.687
9.79	4.29526	414.693
9.795	6.67805	414.299
9.8	10.3823	414.836
9.805	16.1218	416.825
9.81	24.9581	421.085
9.815	38.41	428.912
9.82	58.4993	442.353
9.825	87.5478	464.632
9.83	127.315	500.761
9.835	176.813	558.193
9.84	228.468	646.761
9.845	264.947	775.623
9.85	264.604	943.941
9.855	220.792	1129.39
9.86	154.17	1293.98
9.865	93.3934	1411.37
9.87	51.5686	1480.95
9.875	27.0537	1516.29
9.88	13.8539	1531.24
9.885	7.03204	1535.15
9.89	3.56673	1533.35
9.895	1.81525	1528.67
9.9	0.92893	1522.55
9.905	0.478473	1515.73
9.91	0.248186	1508.57
9.915	0.129672	1501.25
9.92	0.0682512	1493.87
9.925	0.0361896	1486.48
9.93	0.0193315	1479.09
9.935	0.0104028	1471.73
9.94	0.00563933	1464.4
9.945	0.0030795	1457.1
9.95	0.00169393	1449.84
9.955	0.000938552	1442.61
9.96	0.000523785	1435.41
9.965	0.000294418	1428.25
9.97	0.000166678	1421.13
9.975	9.50335e-05	1414.04
9.98	5.4569e-05	1406.99
9.985	3.15552e-05	1399.97
9.99	1.83753e-05	1392.99
9.995	1.07752e-05	1386.04
10	6.36245e-06	1379.13
10.005	3.78284e-06	1372.25
10.01	2.2646e-06	1365.41
10.015	1.36499e-06	1358.6
10.02	8.2836e-07	1351.82
10.025	5.06108e-07	1345.08
10.03	3.11307e-07	1338.37
10.035	1.9277e-07	1331.69
10.04	1.20166e-07	1325.05
10.045	7.54056e-08	1318.44
10.05	4.76307e-08	1311.87
10.055	3.02844e-08	1305.33
10.06	1.93814e-08	1298.81
10.065	1.24845e-08	1292.34
10.07	8.09404e-09	1285.89
10.075	5.28142e-09	1279.48
10.08	3.46828e-09	1273.1
10.085	2.29215e-09	1266.75
10.09	1.52448e-09	1260.43
10.095	1.02032e-09	1254.14
10.1	6.87191e-10	1247.89
10.105	4.65722e-10	1241.66
10.11	3.17594e-10	1235.47
10.115	2.17921e-10	1229.31
10.12	1.50452e-10	1223.18
10.125	1.04508e-10	1217.08
10.13	7.30378e-11	1211.01
10.135	5.13539e-11	1204.97
10.14	3.63259e-11	1198.96
10.145	2.585e-11	1192.98
10.15	1.85054e-11	1187.03
10.155	1.33264e-11	1181.11
10.16	9.65363e-12	1175.22
10.165	7.03431e-12	1169.35
10.17	5.1557e-12	1163.52
10.175	3.80093e-12	1157.72
10.18	2.81844e-12	1151.95
10.185	2.10196e-12	1146.2
10.19	1.57663e-12	1140.48
10.195	1.18938e-12	1134.8
10.2	9.02363e-13	1129.14
10.205	6.88446e-13	1123.5
10.21	5.28203e-13	1117.9
10.215	4.07543e-13	1112.32
10.22	3.1619e-13	1106.78
10.225	2.46677e-13	1101.26
10.23	1.93528e-13	1095.76
10.235	1.52665e-13	1090.3
10.24	1.21011e-13	1084.86
10.245	9.64647e-14	1079.45
10.25	7.73209e-14	1074.07
10.255	6.2344e-14	1068.71
10.26	5.05017e-14	1063.38
10.265	4.1164e-14	1058.08
10.27	3.37206e-14	1052.8
10.275	2.77811e-14	1047.55
10.28	2.30134e-14	1042.32
10.285	1.91707e-14	1037.12
10.29	1.60339e-14	1031.95
10.295	1.34828e-14	1026.81
10.3	1.13931e-14	1021.68
10.305	9.67828e-15	1016.59
10.31	8.25377e-15	1011.52
10.315	7.0581e-15	1006.47
10.32	6.05888e-15	1001.45
10.325	5.2406e-15	996.458
10.33	4.54715e-15	991.488
10.335	3.96497e-15	986.543
10.34	3.49892e-15	981.623
10.345	3.11855e-15	976.727
10.35	2.79519e-15	971.856
10.355	2.51449e-15	967.009
10.36	2.26647e-15	962.186
10.365	2.04681e-15	957.387
10.37	1.85365e-15	952.612
10.375	1.68754e-15	947.861
10.38	1.54257e-15	943.133
10.385	1.41633e-15	938.429
10.39	1.3087e-15	933.749
10.395	1.21599e-15	929.092
10.4	1.13412e-15	924.458
10.405	1.06197e-15	919.847
10.41	9.98988e-16	915.259
10.415	9.45209e-16	910.694
10.42	9.0035e-16	906.152
10.425	8.61533e-16	901.633
10.43	8.27847e-16	897.136
10.435	7.98796e-16	892.661
10.44	7.74088e-16	888.209
10.445	7.53618e-16	883.779
10.45	7.36802e-16	879.371
10.455	7.23228e-16	874.986
10.46	7.12824e-16	870.622
10.465	7.05642e-16	866.279
10.47	7.01852e-16	861.959
10.475	7.01482e-16	857.66
10.48	7.04109e-16	853.382
10.485	7.09737e-16	849.126
10.49	7.18426e-16	844.891
10.495	7.30283e-16	840.677
10.5	7.45477e-16	836.484
10.505	7.64123e-16	832.312
10.51	7.8647e-16	828.161
10.515	8.12775e-16	824.03
10.52	8.43336e-16	819.92
10.525	8.78494e-16	815.831
10.53	9.18751e-16	811.762
10.535	9.6479e-16	807.713
10.54	1.01725e-15	803.685
10.545	1.07684e-15	799.677
10.55	1.14435e-15	795.688
10.555	1.22065e-15	791.72
10.56	1.30669e-15	787.771
10.565	1.40392e-15	783.842
10.57	1.51451e-15	779.932
10.575	1.64037e-15	776.043
10.58	1.78363e-15	772.172
10.585	1.94665e-15	768.321
10.59	2.13206e-15	764.489
10.595	2.34275e-15	760.676
10.6	2.58308e-15	756.882
10.605	2.86007e-15	753.107
10.61	3.17979e-15	749.351
10.615	3.54907e-15	745.613
10.62	3.97556e-15	741.895
10.625	4.46779e-15	738.195
10.63	5.03522e-15	734.513
10.635	5.69226e-15	730.849
10.64	6.46428e-15	727.204
10.645	7.37298e-15	723.577
10.65	8.44256e-15	719.968
10.655	9.70035e-15	716.378
10.66	1.1177e-14	712.805
10.665	1.29066e-14	709.249
10.67	1.49419e-14	705.712
10.675	1.73862e-14	702.192
10.68	2.03264e-14	698.69
10.685	2.38586e-14	695.205
10.69	2.80924e-14	691.738
10.695	3.31509e-14	688.288
10.7	3.91722e-14	684.855
10.705	4.63394e-14	681.439
10.71	5.50829e-14	678.041
10.715	6.5946e-14	674.659
10.72	7.92512e-14	671.294
10.725	9.5468e-14	667.946
10.73	1.15365e-13	664.615
10.735	1.39875e-13	661.3
10.74	1.70185e-13	658.002
10.745	2.07764e-13	654.72
10.75	2.5445e-13	651.454
10.755	3.12637e-13	648.205
10.76	3.85417e-13	644.972
10.765	4.76707e-13	641.755
10.77	5.91493e-13	638.555
10.775	7.36395e-13	635.37
10.78	9.19462e-13	632.201
10.785	1.15198e-12	629.048
10.79	1.4474e-12	625.91
10.795	1.82483e-12	622.789
10.8	2.3071e-12	619.683
10.805	2.92579e-12	616.592
10.81	3.72212e-12	613.517
10.815	4.75007e-12	610.457
10.82	6.08e-12	607.412
10.825	7.80609e-12	604.383
10.83	1.00526e-11	601.368
10.835	1.29846e-11	598.369
10.84	1.68213e-11	595.384
10.845	2.18571e-11	592.415
10.85	2.84848e-11	589.46
10.855	3.7231e-11	586.52
10.86	4.8806e-11	583.595
10.865	6.41666e-11	580.684
10.87	8.46057e-11	577.788
10.875	1.11879e-10	574.906
10.88	1.48369e-10	572.039
10.885	1.97324e-10	569.186
10.89	2.63179e-10	566.347
10.895	3.52008e-10	563.523
10.9	4.72147e-10	560.712
10.905	6.35066e-10	557.915
10.91	8.56587e-10	555.133
10.915	1.15859e-09	552.364
10.92	1.5714e-09	549.609
10.925	2.13716e-09	546.868
10.93	2.91458e-09	544.14
10.935	3.98561e-09	541.427
10.94	5.465e-09	538.726
10.945	7.51374e-09	536.039
10.95	1.03582e-08	533.366
10.955	1.43177e-08	530.706
10.96	1.98432e-08	528.059
10.965	2.7574e-08	525.425
10.97	3.84173e-08	522.804
10.975	5.36648e-08	520.197
10.98	7.51591e-08	517.602
10.985	1.05535e-07	515.021
10.99	1.48571e-07	512.452
10.995	2.09691e-07	509.896
11	2.96712e-07	507.353
11.005	4.20912e-07	504.823
11.01	5.9861e-07	502.305
11.015	8.53467e-07	499.8
11.02	1.21988e-06	497.307
11.025	1.74793e-06	494.827
11.03	2.51077e-06	492.359
11.035	3.61542e-06	489.903
11.04	5.21885e-06	487.46
11.045	7.55179e-06	485.028
11.05	1.09541e-05	482.609
11.055	1.59277e-05	480.202
11.06	2.32151e-05	477.807
11.065	3.39178e-05	475.424
11.07	4.96725e-05	473.053
11.075	7.29174e-05	470.694
11.08	0.000107292	468.346
11.085	0.000158243	466.01
11.09	0.000233932	463.686
11.095	0.000346628	461.374
11.1	0.0005148	459.073
11.105	0.000766321	456.783
11.11	0.00114334	454.505
11.115	0.00170972	452.239
11.12	0.00256246	449.984
11.125	0.00384916	447.741
11.13	0.00579491	445.509
11.135	0.00874368	443.29
11.14	0.0132222	441.082
11.145	0.0200386	438.888
11.15	0.0304356	436.707
11.155	0.0463277	434.541
11.16	0.0706701	432.393
11.165	0.108034	430.264
11.17	0.165502	428.162
11.175	0.25407	426.092
11.18	0.390834	424.068
11.185	0.602417	422.108
11.19	0.930325	420.24
11.195	1.43931	418.51
11.2	2.23041	416.987
11.205	3.4611	415.78
11.21	5.37611	415.058
11.215	8.35383	415.085
11.22	12.9735	416.279
11.225	20.1068	419.293
11.23	31.0275	425.157
11.235	47.5013	435.5
11.24	71.7394	452.891
11.245	105.933	481.354
11.25	150.825	527.032
11.255	202.678	598.637
11.26	249.208	706.296
11.265	269.465	855.665
11.27	246.611	1036.11
11.275	187.943	1215.16
11.28	121.7	1357.39
11.285	70.0914	1449.56
11.29	37.632	1500.15
11.295	19.4899	1523.92
11.3	9.93944	1532.55
11.305	5.04769	1533.18
11.31	2.56764	1529.74
11.315	1.3121	1524.24
11.32	0.674578	1517.73
11.325	0.349179	1510.72
11.33	0.182039	1503.47
11.335	0.0955993	1496.13
11.34	0.0505761	1488.74
11.345	0.0269552	1481.36
11.35	0.0144725	1473.99
11.355	0.00782778	1466.65
11.36	0.00426495	1459.35
11.365	0.00234076	1452.07
11.37	0.00129405	1444.83
11.375	0.000720579	1437.63
11.38	0.000404142	1430.46
11.385	0.000228293	1423.32
11.39	0.00012988	1416.22
11.395	7.4416e-05	1409.16
11.4	4.29389e-05	1402.13
11.405	2.49505e-05	1395.14
11.41	1.45995e-05	1388.18
11.415	8.60223e-06	1381.26
11.42	5.10368e-06	1374.37
11.425	3.04888e-06	1367.51
11.43	1.83386e-06	1360.69
11.435	1.11057e-06	1353.91
11.44	6.77123e-07	1347.15
11.445	4.15637e-07	1340.43
11.45	2.56845e-07	1333.75
11.455	1.59781e-07	1327.1
11.46	1.0006e-07	1320.48
11.465	6.30755e-08	1313.89
11.47	4.00236e-08	1307.34
11.475	2.55629e-08	1300.82
11.48	1.64335e-08	1294.33
11.485	1.06331e-08	1287.87
11.49	6.92444e-09	1281.45
11.495	4.5383e-09	1275.06
11.5	2.99344e-09	1268.7
11.505	1.98703e-09	1262.37
11.51	1.32732e-09	1256.08
11.515	8.92233e-10	1249.81
11.52	6.03523e-10	1243.58
11.525	4.1078e-10	1237.38
11.53	2.81327e-10	1231.21
11.535	1.9386e-10	1225.06
11.54	1.34408e-10	1218.95
11.545	9.37577e-11	1212.87
11.55	6.57997e-11	1206.83
11.555	4.64581e-11	1200.81
11.56	3.29994e-11	1194.82
11.565	2.35801e-11	1188.86
11.57	1.69498e-11	1182.93
11.575	1.22562e-11	1177.03
11.58	8.91455e-12	1171.16
11.585	6.52211e-12	1165.32
11.59	4.79963e-12	1159.51
11.595	3.55255e-12	1153.72
11.6	2.64477e-12	1147.97
11.605	1.98033e-12	1142.24
11.61	1.49127e-12	1136.55
11.615	1.12939e-12	1130.88
11.62	8.60177e-13	1125.24
11.625	6.58866e-13	1119.62
11.63	5.07474e-13	1114.04
11.635	3.93041e-13	1108.48
11.64	3.06112e-13	1102.96
11.645	2.39732e-13	1097.45
11.65	1.88769e-13	1091.98
11.655	1.49467e-13	1086.53
11.66	1.19001e-13	1081.12
11.665	9.52551e-14	1075.72
11.67	7.66113e-14	1070.36
11.675	6.19608e-14	1065.02
11.68	5.03826e-14	1059.71
11.685	4.12096e-14	1054.42
11.69	3.38812e-14	1049.16
11.695	2.79986e-14	1043.93
11.7	2.3257e-14	1038.72
11.705	1.94127e-14	1033.54
11.71	1.62942e-14	1028.39
11.715	1.37517e-14	1023.26
11.72	1.16663e-14	1018.16
11.725	9.9464e-15	1013.08
11.73	8.5224e-15	1008.03
11.735	7.33872e-15	1003
11.74	6.35164e-15	997.996
11.745	5.52581e-15	993.018
11.75	4.83141e-15	988.065
11.755	4.24467e-15	983.137
11.76	3.74671e-15	978.234
11.765	3.3253e-15	973.355
11.77	2.9657e-15	968.5
11.775	2.65814e-15	963.67
11.78	2.39466e-15	958.864
11.785	2.16744e-15	954.081
11.79	1.97156e-15	949.323
11.795	1.80194e-15	944.588
11.8	1.6548e-15	939.877
11.805	1.52727e-15	935.189
11.81	1.41623e-15	930.525
11.815	1.31959e-15	925.884
11.82	1.23484e-15	921.266
11.825	1.16005e-15	916.671
11.83	1.09421e-15	912.099
11.835	1.0368e-15	907.55
11.84	9.87868e-16	903.024
11.845	9.46875e-16	898.52
11.85	9.11482e-16	894.039
11.855	8.81098e-16	889.579
11.86	8.55418e-16	885.143
11.865	8.34348e-16	880.728
11.87	8.17941e-16	876.335
11.875	8.05462e-16	871.965
11.88	7.96498e-16	867.616
11.885	7.90965e-16	863.288
11.89	7.88871e-16	858.983
11.895	7.90322e-16	854.699
11.9	7.95328e-16	850.436
11.905	8.03721e-16	846.194
11.91	8.15593e-16	841.974
11.915	8.31091e-16	837.774
11.92	8.50416e-16	833.596
11.925	8.7383e-16	829.438
11.93	9.01582e-16	825.302
11.935	9.34035e-16	821.185
11.94	9.71578e-16	817.09
11.945	1.01465e-15	813.014
11.95	1.06374e-15	808.959
11.955	1.11962e-15	804.925
11.96	1.18327e-15	800.91
11.965	1.2556e-15	796.916
11.97	1.33765e-15	792.941
11.975	1.43055e-15	788.986
11.98	1.53555e-15	785.051
11.985	1.654e-15	781.136
11.99	1.78812e-15	777.24
11.995	1.94102e-15	773.363
12	2.11548e-15	769.506
12.005	2.31461e-15	765.668
12.01	2.54186e-15	761.849
12.015	2.80108e-15	758.05
12.02	3.09652e-15	754.269
12.025	3.43496e-15	750.507
12.03	3.82676e-15	746.764
12.035	4.28097e-15	743.039
12.04	4.80774e-15	739.333
12.045	5.41854e-15	735.646
12.05	6.12612e-15	731.977
12.055	6.94466e-15	728.326
12.06	7.8973e-15	724.694
12.065	9.02272e-15	721.079
12.07	1.03538e-14	717.483
12.075	1.19278e-14	713.904
12.08	1.37864e-14	710.344
12.085	1.59769e-14	706.801
12.09	1.85516e-14	703.276
12.095	2.1598e-14	699.768
12.1	2.52786e-14	696.278
12.105	2.97283e-14	692.805
12.11	3.50986e-14	689.35
12.115	4.15618e-14	685.912
12.12	4.93123e-14	682.491
12.125	5.85677e-14	679.087
12.13	6.96348e-14	675.7
12.135	8.32439e-14	672.33
12.14	1.00253e-13	668.976
12.145	1.21164e-13	665.64
12.15	1.46778e-13	662.32
12.155	1.78361e-13	659.017
12.16	2.17462e-13	655.73
12.165	2.66062e-13	652.459
12.17	3.26614e-13	649.205
12.175	4.0221e-13	645.967
12.18	4.96897e-13	642.745
12.185	6.15928e-13	639.54
12.19	7.65931e-13	636.35
12.195	9.55543e-13	633.176
12.2	1.19596e-12	630.018
12.205	1.50134e-12	626.876
12.21	1.89095e-12	623.749
12.215	2.38822e-12	620.639
12.22	3.02589e-12	617.543
12.225	3.84616e-12	614.463
12.23	4.90341e-12	611.398
12.235	6.27036e-12	608.349
12.24	8.04321e-12	605.315
12.245	1.03484e-11	602.296
12.25	1.3354e-11	599.292
12.255	1.7284e-11	596.303
12.26	2.24379e-11	593.329
12.265	2.92148e-11	590.37
12.27	3.81507e-11	587.425
12.275	4.99666e-11	584.495
12.28	6.56333e-11	581.58
12.285	8.64623e-11	578.68
12.29	1.14232e-10	575.793
12.295	1.51356e-10	572.922
12.3	2.01119e-10	570.064
12.305	2.68006e-10	567.221
12.31	3.58151e-10	564.392
12.315	4.7997e-10	561.577
12.32	6.45033e-10	558.776
12.325	8.69285e-10	555.989
12.33	1.17476e-09	553.216
12.335	1.59198e-09	550.457
12.34	2.16332e-09	547.712
12.345	2.94777e-09	544.98
12.35	4.02763e-09	542.262
12.355	5.51802e-09	539.557
12.36	7.58034e-09	536.866
12.365	1.04414e-08	534.189
12.37	1.44208e-08	531.524
12.375	1.99699e-08	528.873
12.38	2.77274e-08	526.236
12.385	3.85999e-08	523.611
12.39	5.38765e-08	520.999
12.395	7.53953e-08	518.401
12.4	1.05783e-07	515.815
12.405	1.48801e-07	513.243
12.41	2.0985e-07	510.683
12.415	2.96704e-07	508.136
12.42	4.20573e-07	505.602
12.425	5.97663e-07	503.08
12.43	8.51459e-07	500.571
12.435	1.21607e-06	498.074
12.44	1.74114e-06	495.59
12.445	2.49912e-06	493.118
12.45	3.59592e-06	490.659
12.455	5.18679e-06	488.212
12.46	7.49976e-06	485.777
12.465	1.08705e-05	483.354
12.47	1.57944e-05	480.943
12.475	2.30039e-05	478.544
12.48	3.35844e-05	476.158
12.485	4.91483e-05	473.783
12.49	7.20955e-05	471.42
12.495	0.000106006	469.069
12.5	0.000156233	466.729
12.505	0.000230796	464.401
12.51	0.000341736	462.085
12.515	0.000507175	459.781
12.52	0.000754438	457.488
12.525	0.00112482	455.206
12.53	0.00168085	452.937
12.535	0.00251744	450.678
12.54	0.00377891	448.431
12.545	0.00568524	446.196
12.55	0.00857232	443.973
12.555	0.0129542	441.763
12.56	0.0196192	439.565
12.565	0.0297784	437.38
12.57	0.0452969	435.211
12.575	0.0690517	433.059
12.58	0.10549	430.926
12.585	0.161498	428.819
12.59	0.24776	426.745
12.595	0.38088	424.715
12.6	0.586697	422.748
12.605	0.905473	420.871
12.61	1.39999	419.129
12.615	2.16815	417.588
12.62	3.3625	416.354
12.625	5.22006	415.592
12.63	8.10724	415.558
12.635	12.5851	416.656
12.64	19.4989	419.518
12.645	30.0861	425.142
12.65	46.069	435.102
12.655	69.6235	451.881
12.66	102.959	479.368
12.665	146.986	523.513
12.67	198.431	592.81
12.675	245.781	697.34
12.68	268.608	843.372
12.685	249.158	1021.88
12.69	192.562	1201.87
12.695	126.172	1347.29
12.7	73.2735	1442.94
12.705	39.5467	1496.13
12.71	20.5462	1521.49
12.715	10.4985	1531
12.72	5.33846	1532.11
12.725	2.71809	1528.91
12.73	1.39003	1523.54
12.735	0.715119	1517.1
12.74	0.370389	1510.13
12.745	0.19321	1502.9
12.75	0.101523	1495.57
12.755	0.05374	1488.19
12.76	0.0286572	1480.81
12.765	0.0153947	1473.45
12.77	0.0083311	1466.11
12.775	0.00454163	1458.81
12.78	0.00249395	1451.54
12.785	0.00137947	1444.3
12.79	0.000768554	1437.1
12.795	0.000431277	1429.93
12.8	0.000243749	1422.8
12.805	0.000138745	1415.7
12.81	7.95369e-05	1408.64
12.815	4.59175e-05	1401.62
12.82	2.6695e-05	1394.62
12.825	1.56283e-05	1387.67
12.83	9.21309e-06	1380.75
12.835	5.46887e-06	1373.86
12.84	3.26869e-06	1367.01
12.845	1.96706e-06	1360.19
12.85	1.19183e-06	1353.41
12.855	7.27029e-07	1346.66
12.86	4.46491e-07	1339.94
12.865	2.76047e-07	1333.26
12.87	1.7181e-07	1326.61
12.875	1.07645e-07	1319.99
12.88	6.78904e-08	1313.41
12.885	4.30996e-08	1306.86
12.89	2.75407e-08	1300.34
12.895	1.77134e-08	1293.85
12.9	1.14667e-08	1287.4
12.905	7.47083e-09	1280.98
12.91	4.89871e-09	1274.59
12.915	3.23268e-09	1268.23
12.92	2.14683e-09	1261.91
12.925	1.43474e-09	1255.62
12.93	9.64881e-10	1249.35
12.935	6.52962e-10	1243.12
12.94	4.44633e-10	1236.92
12.945	3.0465e-10	1230.75
12.95	2.10026e-10	1224.61
12.955	1.45682e-10	1218.51
12.96	1.01668e-10	1212.43
12.965	7.13827e-11	1206.38
12.97	5.04223e-11	1200.36
12.975	3.5831e-11	1194.38
12.98	2.56146e-11	1188.42
12.985	1.84203e-11	1182.49
12.99	1.33253e-11	1176.6
12.995	9.69636e-12	1170.73
13	7.09715e-12	1164.89
13.005	5.22503e-12	1159.08
13.01	3.86906e-12	1153.3
13.015	2.88163e-12	1147.55
13.02	2.15859e-12	1141.82
13.025	1.62618e-12	1136.13
13.03	1.23208e-12	1130.46
13.035	9.38776e-13	1124.82
13.04	7.19374e-13	1119.21
13.045	5.54305e-13	1113.63
13.05	4.29488e-13	1108.08
13.055	3.34634e-13	1102.55
13.06	2.62172e-13	1097.05
13.065	2.06526e-13	1091.58
13.07	1.63589e-13	1086.14
13.075	1.30303e-13	1080.72
13.08	1.04331e-13	1075.33
13.085	8.3937e-14	1069.96
13.09	6.79179e-14	1064.63
13.095	5.52529e-14	1059.32
13.1	4.5211e-14	1054.03
13.105	3.71859e-14	1048.78
13.11	3.07377e-14	1043.55
13.115	2.55423e-14	1038.34
13.12	2.13263e-14	1033.16
13.125	1.79108e-14	1028.01
13.13	1.51208e-14	1022.88
13.135	1.2833e-14	1017.78
13.14	1.09438e-14	1012.71
13.145	9.38065e-15	1007.65
13.15	8.07988e-15	1002.63
13.155	6.99613e-15	997.628
